location,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class,application_date,works_outside_US
"Greene, MO",Missouri,0.5065834960220637,0.47058823529411764,,radio/tv,,0.0,>=7,,,none,,car,,none,own,,skilled,0.0,yes,yes,good,12/1994,yes
"Greene, MO",Missouri,0.512647048514008,0.029411764705882353,'critical/other existing credit',,,0.0,,,'female div/dep/mar',none,0.6666666666666666,'life insurance',0.35714285714285715,none,own,0.3333333333333333,'unskilled resident',0.0,none,no,good,12/1994,no
"Rolla, MO",Missouri,0.5065834960220637,0.20588235294117646,'no credits/all paid',business,,0.0,4<=X<7,,'male single',none,0.0,'life insurance',,bank,own,0.0,skilled,0.0,yes,no,good,12/1994,no
"Greene, MO",Missouri,0.9347035255066972,0.47058823529411764,'existing paid',radio/tv,,0.01018274740591606,1<=X<4,,'male single',,,'real estate',0.07142857142857142,none,own,0.0,skilled,0.0,yes,no,bad,12/1994,no
"Jefferson City, MO",Missouri,0.24571865746364077,0.29411764705882354,'existing paid',furniture/equipment,,0.0,1<=X<4,,'male div/sep',none,0.3333333333333333,'real estate',0.08928571428571429,none,rent,0.0,'unskilled resident',0.0,none,no,good,12/1994,no
"Jackson, MO",Missouri,0.5065834960220637,0.08823529411764706,'existing paid','new car',,0.0,1<=X<4,,'female div/dep/mar',none,1.0,,0.8035714285714286,,own,0.0,skilled,0.0,yes,yes,bad,12/1994,yes
"Jefferson City, MO",Missouri,0.5086810503316513,0.11764705882352941,'existing paid',,,0.00296727926625712,<1,,'male mar/wid',guarantor,0.0,'real estate',0.125,bank,own,0.0,'unskilled resident',0.0,none,yes,bad,12/1994,yes
"Forrest, MS",Mississippi,0.3903615118850404,0.11764705882352941,,education,,0.0,1<=X<4,,'female div/dep/mar',none,1.0,,0.07142857142857142,bank,rent,,skilled,0.0,yes,yes,good,12/1994,yes
"Hinds, MS",Mississippi,0.5065834960220637,0.11764705882352941,'existing paid',,,0.0,1<=X<4,,'male single',none,0.3333333333333333,'real estate',0.19642857142857142,bank,own,0.3333333333333333,skilled,0.0,none,yes,good,12/1994,yes
"Cumberland, NC",North Carolina,0.5065834960220637,0.29411764705882354,'delayed previously',,,0.0,1<=X<4,,'male single',none,1.0,'real estate',0.23214285714285715,none,own,0.3333333333333333,,1.0,yes,yes,good,12/1994,yes
"Nash, NC",North Carolina,0.5065834960220637,0.16176470588235295,'existing paid','used car',,0.0,1<=X<4,,'male single',none,0.3333333333333333,car,0.19642857142857142,,own,0.0,skilled,0.0,,yes,good,12/1994,yes
"Guilford, NC",North Carolina,0.5065834960220637,0.47058823529411764,'no credits/all paid',repairs,,0.0,1<=X<4,,'male single',,0.3333333333333333,car,0.14285714285714285,none,own,,skilled,0.0,none,no,bad,12/1994,no
"Mecklenburg, NC",North Carolina,0.5141639526478003,,'existing paid',radio/tv,,0.28488784781374216,4<=X<7,,'male single','co applicant',0.3333333333333333,'no known property',0.14285714285714285,bank,own,0.3333333333333333,skilled,0.0,yes,no,bad,12/1994,no
"Pitt, NC",North Carolina,0.2623141779735969,0.11764705882352941,'existing paid',furniture/equipment,,0.0,>=7,,'male single',none,,'no known property',0.6071428571428571,none,,0.0,'high qualif/self emp/mgmt',0.0,yes,no,good,12/1994,no
"Hillsborough, NH",New Hampshire,0.5065834960220637,0.07352941176470588,'existing paid',radio/tv,,0.0,4<=X<7,,'male single',none,0.3333333333333333,car,0.05357142857142857,none,own,0.0,skilled,,none,no,bad,12/1994,no
"Atlantic, NJ",New Jersey,0.5065834960220637,0.29411764705882354,'existing paid',furniture/equipment,,0.0,<1,,'male single',none,0.0,'no known property',0.05357142857142857,bank,'for free',0.0,skilled,0.0,none,no,bad,12/1994,no
"Burlington, NJ",New Jersey,0.8778749930784263,0.47058823529411764,'existing paid',,,0.000782957341730766,1<=X<4,,'male single',none,0.3333333333333333,car,0.125,,own,0.0,skilled,0.0,none,no,good,12/1994,no
"Camden, NJ",New Jersey,0.5065834960220637,0.07352941176470588,'existing paid','new car',,0.0,,,'male single',,1.0,'no known property',0.5714285714285714,none,'for free',,'unskilled resident',0.0,,no,good,12/1994,no
"Essex, NJ",New Jersey,0.5065834960220637,0.11764705882352941,,radio/tv,,0.0,4<=X<7,,'male single',none,0.0,'no known property',0.2857142857142857,none,own,0.0,skilled,0.0,none,no,bad,12/1994,no
"Essex, NJ",New Jersey,0.5144149073169542,0.20588235294117646,,radio/tv,,0.009279335088534407,1<=X<4,,'male mar/wid',guarantor,0.3333333333333333,'real estate',0.10714285714285714,none,own,0.0,'unskilled resident',,none,no,good,12/1994,no
"Mercer, NJ",New Jersey,0.5065834960220637,0.0,'critical/other existing credit',radio/tv,,0.0,4<=X<7,,'male single',none,0.0,'real estate',0.4107142857142857,none,own,0.6666666666666666,'unskilled resident',1.0,none,yes,bad,12/1994,yes
"Passaic, NJ",New Jersey,0.03634372255183306,0.29411764705882354,'existing paid',radio/tv,,0.005757102541599986,unemployed,,'male single',none,0.3333333333333333,car,0.19642857142857142,stores,,0.0,'high qualif/self emp/mgmt',1.0,none,yes,good,12/1994,yes
"Essex, NJ",New Jersey,0.510125817698197,0.029411764705882353,'existing paid','new car',,0.0,unemployed,,'male single',none,0.3333333333333333,'life insurance',0.07142857142857142,none,own,0.0,'unemp/unskilled non res',0.0,yes,no,bad,12/1994,no
"Bernalillo, NM",New Mexico,0.5095085911333752,0.25,'existing paid',business,,0.0,>=7,,,none,0.3333333333333333,car,0.75,bank,rent,,'unskilled resident',0.0,none,no,bad,12/1994,no
"Otero, NM",New Mexico,0.5065834960220637,0.11764705882352941,'critical/other existing credit',,,0.0,1<=X<4,,'female div/dep/mar',none,0.3333333333333333,'life insurance',,none,own,0.3333333333333333,,0.0,none,yes,good,01/1995,yes
"Otero, NM",New Mexico,0.27081158435201114,0.38235294117647056,'existing paid',,,0.007654268408101458,>=7,,'male single',,0.6666666666666666,'life insurance',0.35714285714285715,none,own,0.0,skilled,1.0,none,no,good,01/1995,no
"Clark, NV",Nevada,0.2641531575329835,0.29411764705882354,'existing paid','new car',,0.0,>=7,,,none,0.3333333333333333,car,,bank,own,,skilled,0.0,none,no,good,01/1995,no
,,,,,,,,,,,,,,,,,,,,,,,01/1995,
"Erie, NY",New York,0.5065834960220637,0.029411764705882353,'existing paid',radio/tv,,0.0,4<=X<7,,,none,0.3333333333333333,,0.5714285714285714,none,own,0.0,skilled,1.0,none,no,bad,01/1995,no
"Monroe, NY",New York,0.1553698965142193,0.6470588235294118,'no credits/all paid','used car',,0.008919045652435773,>=7,,'male single',none,1.0,,0.08928571428571429,none,'for free',0.3333333333333333,skilled,,none,yes,good,01/1995,yes
"New York, NY",New York,0.5065834960220637,0.11764705882352941,'critical/other existing credit',business,,0.0,1<=X<4,,'female div/dep/mar',none,0.3333333333333333,,0.14285714285714285,none,own,0.3333333333333333,skilled,0.0,none,1,good,01/1995,1
"Onondaga, NY",New York,0.5065834960220637,0.11764705882352941,'all paid',retraining,,0.0,1<=X<4,,'female div/dep/mar',none,0.6666666666666666,'real estate',0.2857142857142857,none,own,0.0,'unskilled resident',1.0,none,no,bad,01/1995,no
"Suffolk, NY",New York,0.5065834960220637,0.29411764705882354,'existing paid',business,,0.0,4<=X<7,,'male single',none,0.0,'real estate',0.10714285714285714,none,own,0.0,skilled,0.0,yes,no,bad,01/1995,no
"Mahoning, OH",Ohio,0.5065834960220637,0.11764705882352941,'critical/other existing credit',radio/tv,,0.0,>=7,,'male single',none,1.0,'real estate',0.5892857142857143,none,,0.6666666666666666,,0.0,none,1,bad,01/1995,1
"Stark, OH",Ohio,0.5065834960220637,0.029411764705882353,'no credits/all paid','new car',,0.0,1<=X<4,,'male single',none,0.0,'no known property',0.2857142857142857,bank,rent,0.0,skilled,0.0,none,no,good,01/1995,no
"Summit, OH",Ohio,0.7526699493975817,0.29411764705882354,'existing paid',,,0.009051331027480942,1<=X<4,,'male single',none,0.3333333333333333,'real estate',0.125,none,own,0.0,skilled,0.0,none,yes,good,01/1995,yes
"Hamilton, OH",Ohio,0.5065834960220637,0.20588235294117646,'existing paid',radio/tv,,0.0,unemployed,,'female div/dep/mar','co applicant',1.0,'real estate',0.05357142857142857,none,rent,0.0,skilled,0.0,none,yes,good,01/1995,yes
"Cuyahoga, OH",Ohio,0.48878908276068417,0.029411764705882353,'critical/other existing credit','new car',,0.2623036153700549,4<=X<7,,'female div/dep/mar',none,,'real estate',0.35714285714285715,none,own,0.3333333333333333,'unskilled resident',0.0,yes,1,good,01/1995,1
"Cuyahoga, OH",Ohio,0.6246261715239603,0.11764705882352941,'existing paid',furniture/equipment,,0.0010034329668060502,1<=X<4,,'female div/dep/mar',none,0.3333333333333333,car,0.48214285714285715,none,own,,'unskilled resident',0.0,none,no,good,01/1995,no
"Cuyahoga, OH",Ohio,0.5108852857758995,0.38235294117647056,'existing paid','new car',,0.005118260974308675,1<=X<4,,'female div/dep/mar',guarantor,0.3333333333333333,'no known property',0.08928571428571429,bank,own,,,0.0,none,yes,bad,01/1995,yes
"Cuyahoga, OH",Ohio,0.5065834960220637,0.29411764705882354,'delayed previously',furniture/equipment,,0.0,1<=X<4,,'male single',none,0.6666666666666666,'life insurance',0.2857142857142857,none,own,,skilled,0.0,none,yes,bad,01/1995,yes
"Cuyahoga, OH",Ohio,0.5086053575265825,0.07352941176470588,'existing paid',furniture/equipment,,0.0,4<=X<7,,'male single',,0.0,car,0.08928571428571429,none,,0.0,skilled,0.0,yes,no,good,01/1995,no
"Franklin, OH",Ohio,0.5090742465136859,,'delayed previously',radio/tv,,0.0,1<=X<4,,'male single',none,0.0,'real estate',0.14285714285714285,none,own,0.0,'unskilled resident',0.0,none,yes,bad,01/1995,yes
"Multnomah, OR",Oregon,0.5065834960220637,0.29411764705882354,'critical/other existing credit',,,0.0,1<=X<4,,'male single',none,0.3333333333333333,'real estate',0.2857142857142857,none,own,0.3333333333333333,'unskilled resident',0.0,none,no,good,01/1995,no
"Dauphin, PA",Pennsylvania,0.493590241825812,0.11764705882352941,'all paid',radio/tv,,0.0016110852993306145,1<=X<4,,,none,0.0,'no known property',0.17857142857142858,none,'for free',0.0,,0.0,none,yes,bad,01/1995,yes
"Delaware, PA",Pennsylvania,0.5065834960220637,0.16176470588235295,'existing paid','used car',,0.0,<1,,'female div/dep/mar',,1.0,car,0.07142857142857142,none,own,,skilled,0.0,yes,no,good,01/1995,no
"Lancaster, PA",Pennsylvania,0.5065834960220637,0.10294117647058823,'critical/other existing credit',radio/tv,,0.0,unemployed,,'female div/dep/mar',none,1.0,'real estate',0.6785714285714286,,own,0.6666666666666666,'unskilled resident',0.0,none,no,good,01/1995,no
"Philadelphia, PA",Pennsylvania,0.22534052872186347,0.11764705882352941,,furniture/equipment,,0.004902087312649493,1<=X<4,,'male single',none,0.3333333333333333,'real estate',,none,own,0.0,skilled,0.0,none,yes,good,01/1995,yes
"Providence, RI",Rhodes Island,0.4263430265844307,0.29411764705882354,'existing paid',radio/tv,,0.008028539225302429,,,,none,,car,0.6428571428571429,none,own,0.0,skilled,0.0,none,yes,bad,01/1995,yes
"Anderson, SC",South Carolina,0.4302719403723578,0.20588235294117646,'critical/other existing credit','new car',,0.009007235902465886,>=7,,'male single',none,1.0,'no known property',0.30357142857142855,none,'for free',0.6666666666666666,'high qualif/self emp/mgmt',,yes,no,good,01/1995,no
"Charleston, SC",South Carolina,0.5065834960220637,0.11764705882352941,'critical/other existing credit',education,,0.0,,,'female div/dep/mar',none,1.0,'no known property',0.6785714285714286,bank,'for free',0.6666666666666666,'unskilled resident',0.0,none,yes,good,01/1995,yes
"Greenville, SC",South Carolina,0.5065834960220637,0.08823529411764706,'critical/other existing credit','new car',,0.0,>=7,,'male single',none,,'real estate',0.23214285714285715,none,own,0.3333333333333333,'unskilled resident',1.0,none,no,bad,01/1995,no
"Horry, SC",South Carolina,0.5134730652995225,0.16176470588235295,'existing paid',radio/tv,,0.007932820539294134,,,,none,0.6666666666666666,,0.32142857142857145,none,own,0.0,skilled,1.0,none,no,good,01/1995,no
"Jasper, SC",South Carolina,0.5065834960220637,0.47058823529411764,'critical/other existing credit',business,,0.0,>=7,,,none,1.0,'real estate',0.30357142857142855,none,own,0.3333333333333333,skilled,,none,no,good,01/1995,no
"Lexington, SC",South Carolina,0.5065834960220637,0.29411764705882354,'existing paid',radio/tv,,0.0,<1,,'female div/dep/mar',none,0.6666666666666666,car,0.3392857142857143,stores,own,0.0,skilled,0.0,,yes,good,01/1995,yes
"Spartanburg, SC",South Carolina,0.48029574042549517,0.14705882352941177,'existing paid','new car',,0.009164257567153649,>=7,,'male div/sep',none,1.0,'life insurance',0.4642857142857143,none,own,0.0,'high qualif/self emp/mgmt',0.0,yes,no,bad,02/1995,no
"Hughes, SD",South Dakota,0.5065834960220637,0.29411764705882354,'existing paid',radio/tv,,0.0,>=7,,'male single',none,0.3333333333333333,car,,none,own,0.3333333333333333,skilled,0.0,none,yes,good,02/1995,yes
"Hughes, SD",South Dakota,0.5065834960220637,0.20588235294117646,'existing paid','new car',,0.0,,,'male single',none,,'life insurance',0.23214285714285715,none,,0.0,skilled,0.0,none,yes,bad,02/1995,yes
"Hughes, SD",South Dakota,0.5065834960220637,0.11764705882352941,'critical/other existing credit',furniture/equipment,,0.0,4<=X<7,,'female div/dep/mar',none,1.0,car,0.32142857142857145,none,rent,0.0,skilled,0.0,yes,no,bad,02/1995,no
"Davidson, TN",Tennessee,0.5152932486589927,0.6470588235294118,'all paid','new car',,0.0,unemployed,,'male single','co applicant',1.0,'no known property',0.30357142857142855,none,'for free',0.0,'high qualif/self emp/mgmt',0.0,yes,no,good,02/1995,no
"Haywood, TN",Tennessee,0.5161060573040255,0.6470588235294118,'existing paid',radio/tv,,0.007230525011615301,4<=X<7,,,none,1.0,'real estate',0.16071428571428573,none,,,skilled,0.0,none,yes,good,02/1995,yes
"Robertson, TN",Tennessee,0.22589476261669517,0.38235294117647056,,repairs,,0.00417720647703612,<1,,'male div/sep',none,,,0.26785714285714285,none,own,0.0,'unskilled resident',0.0,yes,no,good,02/1995,no
"Shelby, TN",Tennessee,0.5065834960220637,0.07352941176470588,'existing paid',radio/tv,,0.0,1<=X<4,,,none,0.3333333333333333,'real estate',0.23214285714285715,none,own,0.0,skilled,1.0,none,yes,good,02/1995,yes
"Dallas, TX",Texas,0.5065834960220637,0.20588235294117646,'critical/other existing credit',,,0.0,,,'female div/dep/mar',none,0.3333333333333333,car,0.125,none,own,0.3333333333333333,skilled,0.0,none,no,good,02/1995,no
"El Paso, TX",Texas,0.1598611722834284,0.11764705882352941,,furniture/equipment,,0.0,>=7,,'male div/sep',,1.0,'life insurance',0.5357142857142857,none,own,0.0,'unskilled resident',0.0,yes,no,good,02/1995,no
"El Paso, TX",Texas,0.5065834960220637,0.029411764705882353,'existing paid',furniture/equipment,,0.0,<1,,'female div/dep/mar',,,'life insurance',0.23214285714285715,none,own,0.0,skilled,0.0,none,no,good,02/1995,no
"Franklin, TX",Texas,0.5065834960220637,0.29411764705882354,,radio/tv,,0.0,1<=X<4,,,,1.0,car,0.17857142857142858,none,rent,0.0,'high qualif/self emp/mgmt',,yes,no,bad,02/1995,no
"Harris, TX",Texas,0.5065834960220637,0.16176470588235295,'critical/other existing credit',,,0.0,>=7,,,none,1.0,'no known property',0.07142857142857142,none,rent,0.3333333333333333,skilled,0.0,yes,yes,good,02/1995,yes
"Harris, TX",Texas,0.5065834960220637,0.11764705882352941,'existing paid',furniture/equipment,,0.0,1<=X<4,,'male single',none,0.3333333333333333,'real estate',0.5535714285714286,none,own,0.0,skilled,0.0,,no,bad,02/1995,no
"Hidalgo, TX",Texas,0.5065834960220637,0.20588235294117646,'all paid',radio/tv,,0.0,4<=X<7,,,none,1.0,car,,,own,0.0,'unskilled resident',0.0,none,no,good,02/1995,no
"Jefferson, TX",Texas,0.5065834960220637,0.16176470588235295,'critical/other existing credit',,,0.0,>=7,,'male single',none,1.0,'life insurance',0.7857142857142857,none,own,0.0,skilled,0.0,none,no,good,02/1995,no
"Jefferson, TX",Texas,0.507573090547391,0.29411764705882354,,'new car',,0.0413009997762979,<1,,'male div/sep',none,0.3333333333333333,car,,,,0.0,skilled,0.0,yes,yes,good,02/1995,yes
"Nueces, TX",Texas,0.20745467448791785,,'existing paid','new car',,0.006304527386299106,<1,,'female div/dep/mar',,0.0,'real estate',0.2857142857142857,none,own,0.0,'unskilled resident',0.0,,no,good,02/1995,no
"Potter, TX",Texas,0.12153927669174691,0.6470588235294118,'existing paid','used car',,0.002647858482611464,4<=X<7,,'male single',none,0.6666666666666666,'life insurance',0.125,none,own,0.0,skilled,1.0,,yes,bad,02/1995,yes
"Tarrant, TX",Texas,0.5131946783385988,0.6470588235294118,'delayed previously',other,,0.04049223065407052,unemployed,,'male single',none,,'no known property',0.21428571428571427,none,'for free',0.0,'high qualif/self emp/mgmt',0.0,yes,no,good,02/1995,no
"Travis, TX",Texas,0.5151703113514315,0.11764705882352941,'existing paid',radio/tv,,0.002855428217438439,1<=X<4,,'female div/dep/mar',,1.0,'real estate',,none,own,0.3333333333333333,skilled,0.0,,no,good,02/1995,no
"Dallas, TX",Texas,0.10664201824450606,0.29411764705882354,,radio/tv,,0.0,<1,,'male mar/wid',none,1.0,'real estate',0.5178571428571429,stores,own,0.0,skilled,0.0,none,1,bad,02/1995,1
"Harris, TX",Texas,0.5065834960220637,0.11764705882352941,'existing paid',business,,0.0,1<=X<4,,,none,0.3333333333333333,'real estate',0.125,,own,0.0,skilled,0.0,yes,no,bad,02/1995,no
"Bexar, TX",Texas,0.5144951721706512,0.47058823529411764,'existing paid','used car',,0.010095632646739973,<1,,'male mar/wid',none,1.0,car,0.16071428571428573,none,rent,0.0,'high qualif/self emp/mgmt',0.0,yes,yes,good,02/1995,yes
"Salt Lake, UT",Utah,0.0191594237796313,0.29411764705882354,'critical/other existing credit','used car',,0.001748748128645914,>=7,,'female div/dep/mar',none,1.0,'no known property',0.44642857142857145,none,'for free',0.3333333333333333,'high qualif/self emp/mgmt',1.0,yes,no,bad,02/1995,no
"Accomack, VA",Virginia,0.8987870354989096,,'critical/other existing credit','used car',,0.004389078175279198,>=7,,'male single',none,1.0,'no known property',0.6607142857142857,none,'for free',0.0,skilled,0.0,none,no,good,02/1995,no
"Prince William, VA",Virginia,0.5065834960220637,0.6470588235294118,'critical/other existing credit',business,,0.0,>=7,,'male div/sep',none,0.3333333333333333,car,0.48214285714285715,bank,own,0.3333333333333333,'high qualif/self emp/mgmt',1.0,none,no,bad,02/1995,no
"Russell, VA",Virginia,0.5097310974999529,0.6470588235294118,'existing paid',furniture/equipment,,0.006918632663947826,<1,,,none,0.3333333333333333,car,0.125,none,own,0.0,skilled,0.0,,yes,good,02/1995,yes
"Newport News, VA",Virginia,0.5065834960220637,0.11764705882352941,'existing paid','used car',,0.0,,,'female div/dep/mar',none,1.0,car,0.017857142857142856,none,rent,0.0,skilled,0.0,none,no,bad,03/1995,no
"Norfolk, VA",Virginia,0.5065834960220637,0.08823529411764706,'existing paid',,,0.0,,,'male single','co applicant',0.3333333333333333,'life insurance',0.4642857142857143,none,,0.0,'unskilled resident',0.0,,yes,good,03/1995,yes
"Portsmouth, VA",Virginia,0.5065834960220637,0.20588235294117646,,furniture/equipment,,0.0,1<=X<4,,'male single',none,1.0,'real estate',0.42857142857142855,none,own,,skilled,0.0,yes,yes,bad,03/1995,yes
"Richmond, VA",Virginia,0.5065992441895611,0.25,'critical/other existing credit',furniture/equipment,,0.1921988195412386,4<=X<7,,'male single',none,0.3333333333333333,car,0.23214285714285715,none,own,0.3333333333333333,skilled,0.0,yes,1,good,03/1995,1
"Kitsap, WA",Washington,0.5065834960220637,0.029411764705882353,'existing paid','new car',,0.0,unemployed,,'female div/dep/mar',none,1.0,'real estate',0.625,none,own,0.0,'unemp/unskilled non res',,yes,no,good,03/1995,no
"Pierce, WA",Washington,0.516338215773263,0.47058823529411764,,radio/tv,,0.0,1<=X<4,,'female div/dep/mar',none,0.0,car,0.4107142857142857,none,own,0.0,skilled,,yes,yes,good,03/1995,yes
"Spokane, WA",Washington,0.7940988060349009,,'critical/other existing credit','new car',,0.0,4<=X<7,,'male single',none,,'real estate',0.32142857142857145,bank,own,0.3333333333333333,'unskilled resident',1.0,none,no,good,03/1995,no
"Milwaukee, WI",Wisconsin,0.07658537056200128,0.08823529411764706,'critical/other existing credit',,,0.004175055495328068,4<=X<7,,'male single','co applicant',,,0.5357142857142857,none,,0.3333333333333333,skilled,0.0,yes,yes,bad,03/1995,yes
"Anchorage, AK",Alaska,0.5065834960220637,0.6470588235294118,'critical/other existing credit','new car',,0.0,1<=X<4,,'male single',none,0.3333333333333333,'no known property',0.44642857142857145,bank,,0.0,skilled,0.0,none,yes,bad,03/1995,yes
"Maricopa, AZ",Arizona,0.5065834960220637,0.029411764705882353,,furniture/equipment,,0.0,1<=X<4,,'male div/sep',none,0.3333333333333333,'real estate',0.25,none,own,0.0,skilled,0.0,none,yes,good,03/1995,yes
"Maricopa, AZ",Arizona,0.5065834960220637,,'existing paid','used car',,0.0,4<=X<7,,'female div/dep/mar',none,,'life insurance',0.08928571428571429,stores,rent,0.0,'unskilled resident',0.0,none,no,good,03/1995,no
"Pima, AZ",Arizona,0.09331957654701617,0.11764705882352941,'existing paid',radio/tv,,0.050942775282639,<1,,'male mar/wid',none,0.6666666666666666,'no known property',0.25,none,own,0.0,'unskilled resident',0.0,yes,yes,bad,03/1995,yes
"Alameda, CA",California,0.5065834960220637,0.058823529411764705,,furniture/equipment,,0.0,1<=X<4,,'female div/dep/mar',none,1.0,'real estate',0.08928571428571429,none,own,0.0,skilled,0.0,none,no,bad,03/1995,no
"Kern, CA",California,0.5065834960220637,0.07352941176470588,'existing paid','new car',,0.0,1<=X<4,,'male mar/wid',none,1.0,'real estate',,none,rent,,'unskilled resident',,none,no,bad,03/1995,no
"Los Angeles, CA",California,0.516345327848907,0.6470588235294118,,other,,0.0,unemployed,,,none,1.0,'no known property',0.375,bank,'for free',0.0,'unemp/unskilled non res',0.0,yes,no,good,03/1995,no
"Los Angeles, CA",California,0.5065834960220637,0.29411764705882354,'existing paid',furniture/equipment,,0.0,1<=X<4,,'male single',none,0.0,car,0.10714285714285714,stores,,0.0,skilled,0.0,none,no,good,03/1995,no
"San Francisco, CA",California,0.5470821947662236,0.29411764705882354,,furniture/equipment,,0.010633378073752862,,,,none,1.0,car,0.125,none,own,0.0,skilled,0.0,none,yes,bad,03/1995,yes
"Los Angeles, CA",California,0.5135639982666855,0.11764705882352941,'existing paid',,,0.004189036876430403,4<=X<7,,'male mar/wid',none,0.6666666666666666,car,0.10714285714285714,bank,own,0.0,'unskilled resident',0.0,none,yes,good,03/1995,yes
"Sacramento, CA",California,0.7283466506949767,0.0,'existing paid','new car',,0.0,<1,,'male single',none,,,0.17857142857142858,none,own,0.0,'unskilled resident',1.0,,yes,good,03/1995,yes
"Sacramento, CA",California,0.2021556701277075,0.47058823529411764,'all paid',furniture/equipment,,0.0029285615955121917,>=7,,'male single',,1.0,car,0.21428571428571427,bank,own,0.0,,0.0,none,no,good,03/1995,no
"San Bernardino, CA",California,0.34677007624653094,0.11764705882352941,'existing paid',furniture/equipment,,0.0,,,'male single',guarantor,0.6666666666666666,'life insurance',0.3392857142857143,,own,0.0,'unskilled resident',1.0,,no,good,03/1995,no
"San Diego, CA",California,0.5105398421017605,0.29411764705882354,'existing paid',furniture/equipment,,0.0,1<=X<4,,'female div/dep/mar',none,1.0,'life insurance',0.5178571428571429,none,own,0.0,,0.0,yes,1,good,03/1995,1
"San Francisco, CA",California,0.5065834960220637,0.11764705882352941,,education,,0.0,1<=X<4,,'male single',none,0.3333333333333333,car,0.23214285714285715,none,own,0.3333333333333333,skilled,0.0,none,yes,bad,03/1995,yes
"El Paso, CO",Colorado,0.3329604573674246,0.16176470588235295,'delayed previously',furniture/equipment,,0.0017960697262230482,>=7,,'female div/dep/mar',none,,'life insurance',0.14285714285714285,none,own,0.3333333333333333,'unskilled resident',0.0,none,yes,bad,03/1995,yes
"Denver, CO",Colorado,0.5127811619404383,0.38235294117647056,'critical/other existing credit',,,0.009768683427116136,unemployed,,'male mar/wid',none,0.3333333333333333,car,0.16071428571428573,none,,0.3333333333333333,'high qualif/self emp/mgmt',0.0,none,yes,good,03/1995,yes
"Hartford, CT",Connecticut,0.2748243190314572,0.29411764705882354,'existing paid',radio/tv,,0.0018326364152599247,<1,,'male div/sep',none,0.6666666666666666,'life insurance',0.23214285714285715,none,,0.0,skilled,0.0,none,yes,bad,03/1995,yes
District of Columbia,District of Columbia,0.30729246836269347,0.29411764705882354,'existing paid','used car',,0.007993048027119577,4<=X<7,,,,0.0,'no known property',0.26785714285714285,none,'for free',0.0,'high qualif/self emp/mgmt',0.0,yes,no,good,03/1995,no
"Chatham, GA",Georgia,0.1306127611973281,0.20588235294117646,,furniture/equipment,,0.6244719339906734,1<=X<4,,'male single',none,0.3333333333333333,car,0.16071428571428573,none,,0.0,skilled,0.0,none,yes,good,03/1995,yes
"Clayton, GA",Georgia,0.5065834960220637,0.20588235294117646,'critical/other existing credit','new car',,0.0,1<=X<4,,'female div/dep/mar',,0.6666666666666666,'real estate',0.30357142857142855,none,own,0.3333333333333333,skilled,0.0,none,no,bad,03/1995,no
"De Kalb, GA",Georgia,0.3376899876707089,0.058823529411764705,'critical/other existing credit','new car',,0.006595985407740092,4<=X<7,,,none,1.0,'real estate',0.35714285714285715,none,own,0.3333333333333333,'unskilled resident',0.0,none,no,bad,03/1995,no
"Fulton, GA",Georgia,0.5065834960220637,0.11764705882352941,'critical/other existing credit',furniture/equipment,,0.0,>=7,,'male single',none,1.0,'life insurance',0.5357142857142857,none,rent,0.0,skilled,0.0,yes,no,bad,03/1995,no
"Fulton, GA",Georgia,0.5065834960220637,0.29411764705882354,'existing paid','new car',,0.0,4<=X<7,,'female div/dep/mar',,0.6666666666666666,car,0.26785714285714285,none,own,0.0,skilled,1.0,yes,yes,good,04/1995,yes
"Cook, IL",Illinois,0.8266462042090279,0.47058823529411764,'existing paid',radio/tv,,0.005011787379760123,>=7,,'male single',none,0.3333333333333333,car,0.21428571428571427,none,own,0.0,skilled,,none,yes,good,04/1995,yes
"Marion, IN",Indiana,,,,,,,,,,,,,,,,,,,,,,04/1995,
"Jefferson, KY",Kentucky,0.511383131070982,0.029411764705882353,'existing paid',radio/tv,,0.007871517560614664,>=7,,'male single',none,1.0,car,0.16071428571428573,none,own,0.0,skilled,1.0,none,yes,good,04/1995,yes
"Caddo, LA",Louisiana,0.05402434260290797,0.29411764705882354,'critical/other existing credit','used car',,0.0063324901485037775,,,'male single',none,1.0,'no known property',1.0,none,,0.3333333333333333,'high qualif/self emp/mgmt',0.0,yes,no,bad,04/1995,no
"East Baton Rouge, LA",Louisiana,0.5065834960220637,0.20588235294117646,'critical/other existing credit',education,,0.0,1<=X<4,,,none,0.3333333333333333,'real estate',0.19642857142857142,none,own,0.3333333333333333,skilled,0.0,,yes,good,04/1995,yes
"Jefferson, LA",Louisiana,0.5119912135385472,0.8235294117647058,'existing paid','new car',,0.05152461583466694,<1,,,none,0.3333333333333333,,0.08928571428571429,none,own,0.0,'high qualif/self emp/mgmt',0.0,none,no,good,04/1995,no
"Orleans, LA",Louisiana,0.5065834960220637,0.6470588235294118,'critical/other existing credit','used car',,0.0,1<=X<4,,'female div/dep/mar',none,1.0,car,0.08928571428571429,bank,rent,,'unskilled resident',0.0,none,yes,good,04/1995,yes
