state,checking_amt,credit_history,purpose,credit_amount,savings,employment,personal_status,other_parties,property_magnitude,other_payment_plans,housing,own_telephone,foreign_worker,class
California,"(-0.01, 0.01]",'existing paid',furniture/equipment,"(500.0, 1000.0]","[0.0, 0.01)",1<=X<4,'female div/dep/mar',none,'real estate',,own,yes,yes,bad
California,"(50.0, 100.0]",'delayed previously',furniture/equipment,"(1000.0, 2500.0]","[50.0, 100.0)",unemployed,'female div/dep/mar',none,'life insurance',none,own,yes,yes,good
California,"(50.0, 100.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[50.0, 100.0)",1<=X<4,'male single',guarantor,'real estate',none,own,,yes,good
California,"(-5000.0, -2500.0]",'delayed previously',education,"(2500.0, 5000.0]","[50.0, 100.0)",<1,'male single',none,'life insurance',none,own,none,yes,good
California,"(-0.01, 0.01]",'all paid','used car',,"[0.0, 0.01)",,'female div/dep/mar',none,'real estate',bank,own,yes,yes,bad
California,"(-7500.0, -5000.0]",'existing paid',furniture/equipment,"(2500.0, 5000.0]","[20.0, 50.0)",1<=X<4,,none,car,none,own,none,yes,good
California,"(-5000.0, -2500.0]",'critical/other existing credit',radio/tv,"(200.0, 500.0]","[500.0, 1000.0)",>=7,'male single',none,,none,own,,yes,bad
California,"(-0.01, 0.01]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,'male single',,,none,,yes,yes,bad
Colorado,"(-0.01, 0.01]",'critical/other existing credit',,"(500.0, 1000.0]","[0.0, 0.01)",>=7,'male single',none,'real estate',none,own,none,yes,good
Colorado,"(-0.01, 0.01]",'delayed previously',,"(7500.0, 10000.0]","[0.0, 0.01)",<1,'male div/sep',none,car,none,own,none,no,good
Connecticut,"(50.0, 100.0]",'delayed previously',,"(2500.0, 5000.0]","[20.0, 50.0)",1<=X<4,'male div/sep',,'real estate',stores,own,yes,yes,good
District of Columbia,"(-5000.0, -2500.0]",'all paid',,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,'male single',none,'life insurance',none,,none,no,bad
Delaware,"(-0.01, 0.01]",'critical/other existing credit',furniture/equipment,"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,'male single',none,'real estate',none,own,yes,yes,bad
Georgia,"(100.0, 500.0]",'critical/other existing credit','new car',"(500.0, 1000.0]","[50.0, 100.0)",>=7,'male single',none,car,bank,own,yes,yes,good
Georgia,"(-0.01, 0.01]",,radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,,none,'life insurance',none,own,none,yes,bad
Georgia,"(-0.01, 0.01]",'all paid',,"(5000.0, 7500.0]","[0.0, 0.01)",>=7,'female div/dep/mar',none,,bank,'for free',yes,no,good
Georgia,"(0.01, 20.0]",'critical/other existing credit','new car',"(1000.0, 2500.0]","[50.0, 100.0)",unemployed,'male single',,car,none,'for free',yes,no,bad
Georgia,"(-10000.0, -7500.0]",'existing paid',radio/tv,"(500.0, 1000.0]","[100.0, 500.0)",4<=X<7,'male mar/wid',none,,none,own,,yes,good
Georgia,"(100.0, 500.0]",'no credits/all paid',furniture/equipment,"(2500.0, 5000.0]","[50.0, 100.0)",1<=X<4,'female div/dep/mar',none,car,bank,own,yes,yes,bad
Georgia,"(-0.01, 0.01]",'existing paid',business,"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,'male single',none,,none,own,yes,yes,bad
Georgia,"(0.01, 20.0]",'no credits/all paid',business,"(2500.0, 5000.0]","[0.0, 0.01)",4<=X<7,'male single',none,'no known property',none,,none,yes,good
Georgia,"(0.01, 20.0]",'existing paid',business,"(2500.0, 5000.0]","[50.0, 100.0)",1<=X<4,'male single',none,,none,own,yes,yes,good
Georgia,"(-0.01, 0.01]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,'male mar/wid',none,'real estate',none,,none,yes,bad
Hawaii,"(-0.01, 0.01]",'existing paid',radio/tv,"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,'male single',guarantor,'life insurance',none,rent,none,yes,bad
Illinois,"(-0.01, 0.01]",'critical/other existing credit',education,"(1000.0, 2500.0]","[0.0, 0.01)",>=7,'female div/dep/mar',none,car,none,own,yes,yes,good
Indiana,"(-0.01, 0.01]",'critical/other existing credit',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,'female div/dep/mar',none,car,none,own,yes,yes,bad
Indiana,"(20.0, 50.0]",'existing paid',furniture/equipment,"(500.0, 1000.0]","[100.0, 500.0)",<1,'female div/dep/mar',none,car,bank,rent,,yes,good
Kentucky,"(50.0, 100.0]",'existing paid','used car',"(2500.0, 5000.0]","[0.0, 0.01)",>=7,'male single',none,'no known property',bank,'for free',yes,no,bad
Kentucky,"(0.01, 20.0]",'delayed previously',,"(2500.0, 5000.0]","[20.0, 50.0)",>=7,'male div/sep',none,,none,own,yes,no,good
Kentucky,"(-0.01, 0.01]",'critical/other existing credit',,"(500.0, 1000.0]","[0.0, 0.01)",>=7,'male single',none,car,none,own,yes,yes,bad
Louisiana,"(-2500.0, -1000.0]",'existing paid',,"(1000.0, 2500.0]","[50.0, 100.0)",1<=X<4,'male mar/wid',none,,none,own,none,yes,bad
Louisiana,"(-0.01, 0.01]",'delayed previously',business,"(5000.0, 7500.0]","[0.0, 0.01)",4<=X<7,'male single',none,car,none,own,none,yes,bad
Louisiana,"(-5000.0, -2500.0]",'existing paid',retraining,"(500.0, 1000.0]","[50.0, 100.0)",4<=X<7,'male mar/wid',,'life insurance',none,rent,none,no,bad
Louisiana,"(-0.01, 0.01]",'critical/other existing credit','new car',"(1000.0, 2500.0]","[0.0, 0.01)",>=7,'male single',none,,none,own,none,no,bad
Massachusetts,"(-500.0, -100.0]",'critical/other existing credit',,"(10000.0, 12500.0]","[0.01, 20.0)",>=7,'male single',none,'no known property',none,'for free',yes,no,good
Massachusetts,"(-0.01, 0.01]",'critical/other existing credit',furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",>=7,'male single',none,'real estate',none,,yes,no,bad
Maryland,"(50.0, 100.0]",'critical/other existing credit','domestic appliance',"(1000.0, 2500.0]","[50.0, 100.0)",4<=X<7,'male single',none,'life insurance',none,own,none,no,bad
Maryland,"(-2500.0, -1000.0]",'existing paid',business,"(5000.0, 7500.0]","[0.01, 20.0)",1<=X<4,,none,car,stores,own,none,yes,good
Maryland,"(-0.01, 0.01]",'existing paid','used car',"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,'male single',,'life insurance',none,own,,no,good
Michigan,"(-0.01, 0.01]",'critical/other existing credit',radio/tv,"(2500.0, 5000.0]","[0.0, 0.01)",,,none,'real estate',none,,none,no,bad
Michigan,"(-0.01, 0.01]",'existing paid',radio/tv,"(2500.0, 5000.0]","[0.0, 0.01)",>=7,'female div/dep/mar',none,'real estate',none,own,yes,yes,bad
Michigan,"(-2500.0, -1000.0]",'no credits/all paid',business,"(5000.0, 7500.0]","[20.0, 50.0)",unemployed,'male single',none,,stores,,yes,no,good
Michigan,"(5000.0, 7500.0]",'delayed previously',business,"(1000.0, 2500.0]","[50.0, 100.0)",>=7,'male single',none,'real estate',none,own,yes,no,bad
Missouri,"(-0.01, 0.01]",,radio/tv,"(2500.0, 5000.0]","[0.0, 0.01)",>=7,,none,car,none,own,yes,yes,good
Missouri,"(100.0, 500.0]",'critical/other existing credit',,"(500.0, 1000.0]","[0.0, 0.01)",,'female div/dep/mar',none,'life insurance',none,own,none,no,good
Missouri,"(-0.01, 0.01]",'no credits/all paid',business,"(2500.0, 5000.0]","[0.0, 0.01)",4<=X<7,'male single',none,'life insurance',bank,own,yes,no,good
Missouri,"(7500.0, 10000.0]",'existing paid',radio/tv,"(2500.0, 5000.0]","[50.0, 100.0)",1<=X<4,'male single',,'real estate',none,own,yes,no,bad
Missouri,"(-7500.0, -5000.0]",'existing paid',furniture/equipment,"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,'male div/sep',none,'real estate',none,rent,none,no,good
Missouri,"(-0.01, 0.01]",'existing paid','new car',"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,'female div/dep/mar',none,,,own,yes,yes,bad
Missouri,"(20.0, 50.0]",'existing paid',,"(500.0, 1000.0]","[20.0, 50.0)",<1,'male mar/wid',guarantor,'real estate',bank,own,none,yes,bad
Mississippi,"(-2500.0, -1000.0]",,education,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,'female div/dep/mar',none,,bank,rent,yes,yes,good
Mississippi,"(-0.01, 0.01]",'existing paid',,"(500.0, 1000.0]","[0.0, 0.01)",1<=X<4,'male single',none,'real estate',bank,own,none,yes,good
North Carolina,"(-0.01, 0.01]",'delayed previously',,"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,'male single',none,'real estate',none,own,yes,yes,good
North Carolina,"(-0.01, 0.01]",'existing paid','used car',"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,'male single',none,car,,own,,yes,good
North Carolina,"(-0.01, 0.01]",'no credits/all paid',repairs,"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,'male single',,car,none,own,none,no,bad
North Carolina,"(100.0, 500.0]",'existing paid',radio/tv,"(10000.0, 12500.0]","[2500.0, 5000.0)",4<=X<7,'male single','co applicant','no known property',bank,own,yes,no,bad
North Carolina,"(-5000.0, -2500.0]",'existing paid',furniture/equipment,"(7500.0, 10000.0]","[0.0, 0.01)",>=7,'male single',none,'no known property',none,,yes,no,good
New Hampshire,"(-0.01, 0.01]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,'male single',none,car,none,own,none,no,bad
New Jersey,"(-0.01, 0.01]",'existing paid',furniture/equipment,"(2500.0, 5000.0]","[0.0, 0.01)",<1,'male single',none,'no known property',bank,'for free',none,no,bad
New Jersey,"(5000.0, 7500.0]",'existing paid',,"(2500.0, 5000.0]","[0.01, 20.0)",1<=X<4,'male single',none,car,,own,none,no,good
New Jersey,"(-0.01, 0.01]",'existing paid','new car',"(2500.0, 5000.0]","[0.0, 0.01)",,'male single',,'no known property',none,'for free',,no,good
New Jersey,"(-0.01, 0.01]",,radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,'male single',none,'no known property',none,own,none,no,bad
New Jersey,"(100.0, 500.0]",,radio/tv,"(500.0, 1000.0]","[50.0, 100.0)",1<=X<4,'male mar/wid',guarantor,'real estate',none,own,none,no,good
New Jersey,"(-0.01, 0.01]",'critical/other existing credit',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,'male single',none,'real estate',none,own,none,yes,bad
New Jersey,"(-10000.0, -7500.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[50.0, 100.0)",unemployed,'male single',none,car,stores,,none,yes,good
New Jersey,"(50.0, 100.0]",'existing paid','new car',"(12500.0, 15000.0]","[0.0, 0.01)",unemployed,'male single',none,'life insurance',none,own,yes,no,bad
New Mexico,"(50.0, 100.0]",'existing paid',business,"(2500.0, 5000.0]","[0.0, 0.01)",>=7,,none,car,bank,rent,none,no,bad
New Mexico,"(-0.01, 0.01]",'critical/other existing credit',,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,'female div/dep/mar',none,'life insurance',none,own,none,yes,good
New Mexico,"(-5000.0, -2500.0]",'existing paid',,"(2500.0, 5000.0]","[50.0, 100.0)",>=7,'male single',,'life insurance',none,own,none,no,good
Nevada,"(-5000.0, -2500.0]",'existing paid','new car',"(500.0, 1000.0]","[0.0, 0.01)",>=7,,none,car,bank,own,none,no,good
New York,"(-0.01, 0.01]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,,none,,none,own,none,no,bad
New York,"(-7500.0, -5000.0]",'no credits/all paid','used car',"(2500.0, 5000.0]","[50.0, 100.0)",>=7,'male single',none,,none,'for free',none,yes,good
New York,"(-0.01, 0.01]",'critical/other existing credit',business,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,'female div/dep/mar',none,,none,own,none,yes,good
New York,"(-0.01, 0.01]",'all paid',retraining,"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,'female div/dep/mar',none,'real estate',none,own,none,no,bad
New York,"(-0.01, 0.01]",'existing paid',business,"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,'male single',none,'real estate',none,own,yes,no,bad
Ohio,"(-0.01, 0.01]",'critical/other existing credit',radio/tv,"(500.0, 1000.0]","[0.0, 0.01)",>=7,'male single',none,'real estate',none,,none,yes,bad
Ohio,"(-0.01, 0.01]",'no credits/all paid','new car',"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,'male single',none,'no known property',bank,rent,none,no,good
Ohio,"(2500.0, 5000.0]",'existing paid',,"(1000.0, 2500.0]","[50.0, 100.0)",1<=X<4,'male single',none,'real estate',none,own,none,yes,good
Ohio,"(-0.01, 0.01]",'existing paid',radio/tv,"(200.0, 500.0]","[0.0, 0.01)",unemployed,'female div/dep/mar','co applicant','real estate',none,rent,none,yes,good
Ohio,"(-500.0, -100.0]",'critical/other existing credit','new car',"(500.0, 1000.0]","[1000.0, 2500.0)",4<=X<7,'female div/dep/mar',none,'real estate',none,own,yes,yes,good
Ohio,"(1000.0, 2500.0]",'existing paid',furniture/equipment,"(1000.0, 2500.0]","[0.01, 20.0)",1<=X<4,'female div/dep/mar',none,car,none,own,none,no,good
Ohio,"(50.0, 100.0]",'existing paid','new car',"(1000.0, 2500.0]","[20.0, 50.0)",1<=X<4,'female div/dep/mar',guarantor,'no known property',bank,own,none,yes,bad
Ohio,"(-0.01, 0.01]",'delayed previously',furniture/equipment,"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,'male single',none,'life insurance',none,own,none,yes,bad
Ohio,"(20.0, 50.0]",'existing paid',furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,'male single',,car,none,,yes,no,good
Ohio,"(20.0, 50.0]",'delayed previously',radio/tv,"(5000.0, 7500.0]","[0.0, 0.01)",1<=X<4,'male single',none,'real estate',none,own,none,yes,bad
Oregon,"(-0.01, 0.01]",'critical/other existing credit',,"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,'male single',none,'real estate',none,own,none,no,good
Pennsylvania,"(-500.0, -100.0]",'all paid',radio/tv,"(1000.0, 2500.0]","[0.01, 20.0)",1<=X<4,,none,'no known property',none,'for free',none,yes,bad
Pennsylvania,"(-0.01, 0.01]",'existing paid','used car',"(2500.0, 5000.0]","[0.0, 0.01)",<1,'female div/dep/mar',,car,none,own,yes,no,good
Pennsylvania,"(-0.01, 0.01]",'critical/other existing credit',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",unemployed,'female div/dep/mar',none,'real estate',,own,none,no,good
Pennsylvania,"(-7500.0, -5000.0]",,furniture/equipment,"(1000.0, 2500.0]","[20.0, 50.0)",1<=X<4,'male single',none,'real estate',none,own,none,yes,good
Rhodes Island,"(-2500.0, -1000.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[50.0, 100.0)",,,none,car,none,own,none,yes,bad
South Carolina,"(-2500.0, -1000.0]",'critical/other existing credit','new car',"(5000.0, 7500.0]","[50.0, 100.0)",>=7,'male single',none,'no known property',none,'for free',yes,no,good
South Carolina,"(-0.01, 0.01]",'critical/other existing credit',education,,"[0.0, 0.01)",,'female div/dep/mar',none,'no known property',bank,'for free',none,yes,good
South Carolina,"(-0.01, 0.01]",'critical/other existing credit','new car',"(1000.0, 2500.0]","[0.0, 0.01)",>=7,'male single',none,'real estate',none,own,none,no,bad
South Carolina,"(100.0, 500.0]",'existing paid',radio/tv,"(500.0, 1000.0]","[50.0, 100.0)",,,none,,none,own,none,no,good
South Carolina,"(-0.01, 0.01]",'critical/other existing credit',business,"(5000.0, 7500.0]","[0.0, 0.01)",>=7,,none,'real estate',none,own,none,no,good
South Carolina,"(-0.01, 0.01]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",<1,'female div/dep/mar',none,car,stores,own,,yes,good
South Carolina,"(-1000.0, -500.0]",'existing paid','new car',"(7500.0, 10000.0]","[50.0, 100.0)",>=7,'male div/sep',none,'life insurance',none,own,yes,no,bad
South Dakota,"(-0.01, 0.01]",'existing paid',radio/tv,"(500.0, 1000.0]","[0.0, 0.01)",>=7,'male single',none,car,none,own,none,yes,good
South Dakota,"(-0.01, 0.01]",'existing paid','new car',"(2500.0, 5000.0]","[0.0, 0.01)",,'male single',none,'life insurance',none,,none,yes,bad
South Dakota,"(-0.01, 0.01]",'critical/other existing credit',furniture/equipment,,"[0.0, 0.01)",4<=X<7,'female div/dep/mar',none,car,none,rent,yes,no,bad
Tennessee,"(100.0, 500.0]",'all paid','new car',"(10000.0, 12500.0]","[0.0, 0.01)",unemployed,'male single','co applicant','no known property',none,'for free',yes,no,good
Tennessee,"(100.0, 500.0]",'existing paid',radio/tv,"(2500.0, 5000.0]","[50.0, 100.0)",4<=X<7,,none,'real estate',none,,none,yes,good
Tennessee,"(-7500.0, -5000.0]",,repairs,"(10000.0, 12500.0]","[20.0, 50.0)",<1,'male div/sep',none,,none,own,yes,no,good
Tennessee,"(-0.01, 0.01]",'existing paid',radio/tv,,"[0.0, 0.01)",1<=X<4,,none,'real estate',none,own,none,yes,good
Texas,"(-0.01, 0.01]",'critical/other existing credit',,,"[0.0, 0.01)",,'female div/dep/mar',none,car,none,own,none,no,good
Texas,"(-7500.0, -5000.0]",,furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",>=7,'male div/sep',,'life insurance',none,own,yes,no,good
Texas,"(-0.01, 0.01]",'existing paid',furniture/equipment,"(2500.0, 5000.0]","[0.0, 0.01)",<1,'female div/dep/mar',,'life insurance',none,own,none,no,good
Texas,"(-0.01, 0.01]",,radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,,,car,none,rent,yes,no,bad
Texas,"(-0.01, 0.01]",'critical/other existing credit',,,"[0.0, 0.01)",>=7,,none,'no known property',none,rent,yes,yes,good
Texas,"(-0.01, 0.01]",'existing paid',furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,'male single',none,'real estate',none,own,,no,bad
Texas,"(-0.01, 0.01]",'all paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,,none,car,,own,none,no,good
Texas,"(-0.01, 0.01]",'critical/other existing credit',,"(1000.0, 2500.0]","[0.0, 0.01)",>=7,'male single',none,'life insurance',none,own,none,no,good
Texas,"(0.01, 20.0]",,'new car',"(2500.0, 5000.0]","[100.0, 500.0)",<1,'male div/sep',none,car,,,yes,yes,good
Texas,"(-7500.0, -5000.0]",'existing paid','new car',,"[50.0, 100.0)",<1,'female div/dep/mar',,'real estate',none,own,,no,good
Texas,"(-10000.0, -7500.0]",'existing paid','used car',,"[20.0, 50.0)",4<=X<7,'male single',none,'life insurance',none,own,,yes,bad
Texas,"(100.0, 500.0]",'delayed previously',other,,"[100.0, 500.0)",unemployed,'male single',none,'no known property',none,'for free',yes,no,good
Texas,"(100.0, 500.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[20.0, 50.0)",1<=X<4,'female div/dep/mar',,'real estate',none,own,,no,good
Texas,"(-10000.0, -7500.0]",,radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",<1,'male mar/wid',none,'real estate',stores,own,none,yes,bad
Texas,"(-0.01, 0.01]",'existing paid',business,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,,none,'real estate',,own,yes,no,bad
Texas,"(100.0, 500.0]",'existing paid','used car',"(7500.0, 10000.0]","[50.0, 100.0)",<1,'male mar/wid',none,car,none,rent,yes,yes,good
Utah,"(-10000.0, -7500.0]",'critical/other existing credit','used car',"(5000.0, 7500.0]","[0.01, 20.0)",>=7,'female div/dep/mar',none,'no known property',none,'for free',yes,no,bad
Virginia,"(7500.0, 10000.0]",'critical/other existing credit','used car',,"[20.0, 50.0)",>=7,'male single',none,'no known property',none,'for free',none,no,good
Virginia,"(-0.01, 0.01]",'critical/other existing credit',business,"(7500.0, 10000.0]","[0.0, 0.01)",>=7,'male div/sep',none,car,bank,own,none,no,bad
Virginia,"(50.0, 100.0]",'existing paid',furniture/equipment,"(7500.0, 10000.0]","[50.0, 100.0)",<1,,none,car,none,own,,yes,good
Virginia,"(-0.01, 0.01]",'existing paid','used car',"(2500.0, 5000.0]","[0.0, 0.01)",,'female div/dep/mar',none,car,none,rent,none,no,bad
Virginia,"(-0.01, 0.01]",'existing paid',,"(1000.0, 2500.0]","[0.0, 0.01)",,'male single','co applicant','life insurance',none,,,yes,good
Virginia,"(-0.01, 0.01]",,furniture/equipment,"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,'male single',none,'real estate',none,own,yes,yes,bad
Virginia,"(0.01, 20.0]",'critical/other existing credit',furniture/equipment,"(2500.0, 5000.0]","[1000.0, 2500.0)",4<=X<7,'male single',none,car,none,own,yes,yes,good
Washington,"(-0.01, 0.01]",'existing paid','new car',"(500.0, 1000.0]","[0.0, 0.01)",unemployed,'female div/dep/mar',none,'real estate',none,own,yes,no,good
Washington,"(100.0, 500.0]",,radio/tv,"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,'female div/dep/mar',none,car,none,own,yes,yes,good
Washington,"(5000.0, 7500.0]",'critical/other existing credit','new car',"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,'male single',none,'real estate',bank,own,none,no,good
Wisconsin,"(-10000.0, -7500.0]",'critical/other existing credit',,"(1000.0, 2500.0]","[20.0, 50.0)",4<=X<7,'male single','co applicant',,none,,yes,yes,bad
Alaska,"(-0.01, 0.01]",'critical/other existing credit','new car',,"[0.0, 0.01)",1<=X<4,'male single',none,'no known property',bank,,none,yes,bad
Arizona,"(-0.01, 0.01]",,furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,'male div/sep',none,'real estate',none,own,none,yes,good
Arizona,"(-0.01, 0.01]",'existing paid','used car',"(2500.0, 5000.0]","[0.0, 0.01)",4<=X<7,'female div/dep/mar',none,'life insurance',stores,rent,none,no,good
Arizona,"(-10000.0, -7500.0]",'existing paid',radio/tv,"(500.0, 1000.0]","[100.0, 500.0)",<1,'male mar/wid',none,'no known property',none,own,yes,yes,bad
California,"(-0.01, 0.01]",,furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,'female div/dep/mar',none,'real estate',none,own,none,no,bad
California,"(-0.01, 0.01]",'existing paid','new car',"(200.0, 500.0]","[0.0, 0.01)",1<=X<4,'male mar/wid',none,'real estate',none,rent,none,no,bad
California,"(100.0, 500.0]",,other,"(5000.0, 7500.0]","[0.0, 0.01)",unemployed,,none,'no known property',bank,'for free',yes,no,good
California,"(-0.01, 0.01]",'existing paid',furniture/equipment,"(5000.0, 7500.0]","[0.0, 0.01)",1<=X<4,'male single',none,car,stores,,none,no,good
California,"(500.0, 1000.0]",,furniture/equipment,,"[50.0, 100.0)",,,none,car,none,own,none,yes,bad
California,"(100.0, 500.0]",'existing paid',,"(500.0, 1000.0]","[20.0, 50.0)",4<=X<7,'male mar/wid',none,car,bank,own,none,yes,good
California,"(2500.0, 5000.0]",'existing paid','new car',"(1000.0, 2500.0]","[0.0, 0.01)",<1,'male single',none,,none,own,,yes,good
California,"(-7500.0, -5000.0]",'all paid',furniture/equipment,"(2500.0, 5000.0]","[20.0, 50.0)",>=7,'male single',,car,bank,own,none,no,good
California,"(-5000.0, -2500.0]",'existing paid',furniture/equipment,"(500.0, 1000.0]","[0.0, 0.01)",,'male single',guarantor,'life insurance',,own,,no,good
California,"(50.0, 100.0]",'existing paid',furniture/equipment,,"[0.0, 0.01)",1<=X<4,'female div/dep/mar',none,'life insurance',none,own,yes,yes,good
California,"(-0.01, 0.01]",,education,"(500.0, 1000.0]","[0.0, 0.01)",1<=X<4,'male single',none,car,none,own,none,yes,bad
Colorado,"(-5000.0, -2500.0]",'delayed previously',furniture/equipment,"(2500.0, 5000.0]","[0.01, 20.0)",>=7,'female div/dep/mar',none,'life insurance',none,own,none,yes,bad
Colorado,"(100.0, 500.0]",'critical/other existing credit',,"(2500.0, 5000.0]","[50.0, 100.0)",unemployed,'male mar/wid',none,car,none,,none,yes,good
Connecticut,"(-5000.0, -2500.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.01, 20.0)",<1,'male div/sep',none,'life insurance',none,,none,yes,bad
District of Columbia,"(-5000.0, -2500.0]",'existing paid','used car',"(2500.0, 5000.0]","[50.0, 100.0)",4<=X<7,,,'no known property',none,'for free',yes,no,good
Georgia,"(-7500.0, -5000.0]",,furniture/equipment,"(2500.0, 5000.0]","[5000.0, 7500.0)",1<=X<4,'male single',none,car,none,,none,yes,good
Georgia,"(-0.01, 0.01]",'critical/other existing credit','new car',"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,'female div/dep/mar',,'real estate',none,own,none,no,bad
Georgia,"(-5000.0, -2500.0]",'critical/other existing credit','new car',"(2500.0, 5000.0]","[50.0, 100.0)",4<=X<7,,none,'real estate',none,own,none,no,bad
Georgia,"(-0.01, 0.01]",'critical/other existing credit',furniture/equipment,,"[0.0, 0.01)",>=7,'male single',none,'life insurance',none,rent,yes,no,bad
Georgia,"(-0.01, 0.01]",'existing paid','new car',"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,'female div/dep/mar',,car,none,own,yes,yes,good
Illinois,"(5000.0, 7500.0]",'existing paid',radio/tv,"(2500.0, 5000.0]","[20.0, 50.0)",>=7,'male single',none,car,none,own,none,yes,good
Kentucky,"(50.0, 100.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[50.0, 100.0)",>=7,'male single',none,car,none,own,none,yes,good
Louisiana,"(-10000.0, -7500.0]",'critical/other existing credit','used car',"(5000.0, 7500.0]","[50.0, 100.0)",,'male single',none,'no known property',none,,yes,no,bad
Louisiana,"(-0.01, 0.01]",'critical/other existing credit',education,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,,none,'real estate',none,own,,yes,good
Louisiana,"(100.0, 500.0]",'existing paid','new car',"(5000.0, 7500.0]","[100.0, 500.0)",<1,,none,,none,own,none,no,good
Louisiana,"(-0.01, 0.01]",'critical/other existing credit','used car',"(10000.0, 12500.0]","[0.0, 0.01)",1<=X<4,'female div/dep/mar',none,car,bank,rent,none,yes,good
Massachusetts,"(-1000.0, -500.0]",'no credits/all paid',furniture/equipment,"(2500.0, 5000.0]","[50.0, 100.0)",,'male single',none,'no known property',bank,,none,no,bad
Maryland,"(-2500.0, -1000.0]",'critical/other existing credit',furniture/equipment,"(2500.0, 5000.0]","[50.0, 100.0)",1<=X<4,'male div/sep',none,'real estate',none,rent,,yes,bad
Maryland,"(100.0, 500.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[50.0, 100.0)",<1,'female div/dep/mar',guarantor,'life insurance',none,own,none,yes,good
Michigan,"(-7500.0, -5000.0]",'existing paid','domestic appliance',,"[0.0, 0.01)",1<=X<4,'female div/dep/mar',none,car,,rent,none,no,bad
Michigan,"(-7500.0, -5000.0]",'existing paid',furniture/equipment,"(2500.0, 5000.0]","[50.0, 100.0)",1<=X<4,'male single',,'life insurance',,own,none,no,good
Missouri,"(100.0, 500.0]",'existing paid',furniture/equipment,,"[50.0, 100.0)",1<=X<4,'male div/sep',none,car,,own,none,yes,good
Missouri,"(100.0, 500.0]",'critical/other existing credit',education,"(5000.0, 7500.0]","[20.0, 50.0)",<1,'female div/dep/mar',none,'no known property',none,'for free',yes,yes,bad
Missouri,"(-7500.0, -5000.0]",'existing paid',furniture/equipment,,"[50.0, 100.0)",4<=X<7,'female div/dep/mar',none,car,none,rent,none,no,good
