state,checking_amt,credit_history,purpose,credit_amount,savings,employment,personal_status,other_parties,property_magnitude,other_payment_plans,housing,own_telephone,foreign_worker,class
Louisiana,0.5065834960220637,'critical/other existing credit','new car',0.06850445691647407,0.0,>=7,'male single',none,,none,own,none,no,bad
Massachusetts,0.4812954950588854,'critical/other existing credit',,0.570760426983603,0.0011572281589317364,>=7,'male single',none,'no known property',none,'for free',yes,no,good
Massachusetts,0.5065834960220637,'critical/other existing credit',furniture/equipment,0.09271486739297898,0.0,>=7,'male single',none,'real estate',none,,yes,no,bad
Maryland,0.511333854546877,'critical/other existing credit','domestic appliance',0.06459777704412897,0.007480038889749282,4<=X<7,'male single',none,'life insurance',none,own,none,no,bad
Maryland,0.4296100093320592,'existing paid',business,0.34763948497854075,0.0009690172594772254,1<=X<4,,none,car,stores,own,none,yes,good
Maryland,0.5065834960220637,'existing paid','used car',0.06399251678221635,0.0,4<=X<7,'male single',,'life insurance',none,own,,no,good
Michigan,0.5065834960220637,'critical/other existing credit',radio/tv,0.15538681633102233,0.0,,,none,'real estate',none,,none,no,bad
Michigan,0.5065834960220637,'existing paid',radio/tv,0.19725982172334106,0.0,>=7,'female div/dep/mar',none,'real estate',none,own,yes,yes,bad
Michigan,0.3898641745953609,'no credits/all paid',business,0.27748431825685044,0.002767237967408325,unemployed,'male single',none,,stores,,yes,no,good
Michigan,0.8644661904624016,'delayed previously',business,0.09122922856828436,0.0061378263039251115,>=7,'male single',none,'real estate',none,own,yes,no,bad
Missouri,0.5065834960220637,,radio/tv,0.17013315725762074,0.0,>=7,,none,car,none,own,yes,yes,good
Missouri,0.512647048514008,'critical/other existing credit',,0.037526136238582586,0.0,,'female div/dep/mar',none,'life insurance',none,own,none,no,good
Missouri,0.5065834960220637,'no credits/all paid',business,0.1570375261362386,0.0,4<=X<7,'male single',none,'life insurance',bank,own,yes,no,good
Missouri,0.9347035255066972,'existing paid',radio/tv,0.20155166721690326,0.01018274740591606,1<=X<4,'male single',,'real estate',none,own,yes,no,bad
Missouri,0.2457186574636408,'existing paid',furniture/equipment,0.15247056234180698,0.0,1<=X<4,'male div/sep',none,'real estate',none,rent,none,no,good
Missouri,0.5065834960220637,'existing paid','new car',0.061296357433696484,0.0,1<=X<4,'female div/dep/mar',none,,,own,yes,yes,bad
Missouri,0.5086810503316513,'existing paid',,0.02063387256520304,0.00296727926625712,<1,'male mar/wid',guarantor,'real estate',bank,own,none,yes,bad
Mississippi,0.3903615118850404,,education,0.05227247716518103,0.0,1<=X<4,'female div/dep/mar',none,,bank,rent,yes,yes,good
Mississippi,0.5065834960220637,'existing paid',,0.025145812699460767,0.0,1<=X<4,'male single',none,'real estate',bank,own,none,yes,good
North Carolina,0.5065834960220637,'delayed previously',,0.15010454495433034,0.0,1<=X<4,'male single',none,'real estate',none,own,yes,yes,good
North Carolina,0.5065834960220637,'existing paid','used car',0.2424892703862661,0.0,1<=X<4,'male single',none,car,,own,,yes,good
North Carolina,0.5065834960220637,'no credits/all paid',repairs,0.13002090899086607,0.0,1<=X<4,'male single',,car,none,own,none,no,bad
North Carolina,0.5141639526478003,'existing paid',radio/tv,0.5893584241223726,0.28488784781374216,4<=X<7,'male single','co applicant','no known property',bank,own,yes,no,bad
North Carolina,0.2623141779735969,'existing paid',furniture/equipment,0.4190051722240564,0.0,>=7,'male single',none,'no known property',none,,yes,no,good
New Hampshire,0.5065834960220637,'existing paid',radio/tv,0.06756905469351822,0.0,4<=X<7,'male single',none,car,none,own,none,no,bad
New Jersey,0.5065834960220637,'existing paid',furniture/equipment,0.15951359084406294,0.0,<1,'male single',none,'no known property',bank,'for free',none,no,bad
New Jersey,0.8778749930784263,'existing paid',,0.21789369428854408,0.000782957341730766,1<=X<4,'male single',none,car,,own,none,no,good
New Jersey,0.5065834960220637,'existing paid','new car',0.12418840101243535,0.0,,'male single',,'no known property',none,'for free',,no,good
New Jersey,0.5065834960220637,,radio/tv,0.10404974138879718,0.0,4<=X<7,'male single',none,'no known property',none,own,none,no,bad
New Jersey,0.5144149073169542,,radio/tv,0.03389457466710685,0.009279335088534409,1<=X<4,'male mar/wid',guarantor,'real estate',none,own,none,no,good
New Jersey,0.5065834960220637,'critical/other existing credit',radio/tv,0.07120061626499395,0.0,4<=X<7,'male single',none,'real estate',none,own,none,yes,bad
New Jersey,0.03634372255183306,'existing paid',radio/tv,0.08655221745350501,0.005757102541599986,unemployed,'male single',none,car,stores,,none,yes,good
New Jersey,0.510125817698197,'existing paid','new car',0.7871134587872786,0.0,unemployed,'male single',none,'life insurance',none,own,yes,no,bad
New Mexico,0.5095085911333752,'existing paid',business,0.1384945526576428,0.0,>=7,,none,car,bank,rent,none,no,bad
New Mexico,0.5065834960220637,'critical/other existing credit',,0.057279630241003625,0.0,1<=X<4,'female div/dep/mar',none,'life insurance',none,own,none,yes,good
New Mexico,0.27081158435201114,'existing paid',,0.12501375591504346,0.007654268408101458,>=7,'male single',,'life insurance',none,own,none,no,good
Nevada,0.2641531575329835,'existing paid','new car',0.03659073401562672,0.0,>=7,,none,car,bank,own,none,no,good
New York,0.5065834960220637,'existing paid',radio/tv,0.07400682293386156,0.0,4<=X<7,,none,,none,own,none,no,bad
New York,0.1553698965142193,'no credits/all paid','used car',0.2396280400572246,0.008919045652435774,>=7,'male single',none,,none,'for free',none,yes,good
New York,0.5065834960220637,'critical/other existing credit',business,0.051447122262572906,0.0,1<=X<4,'female div/dep/mar',none,,none,own,none,yes,good
New York,0.5065834960220637,'all paid',retraining,0.17591064157587766,0.0,1<=X<4,'female div/dep/mar',none,'real estate',none,own,none,no,bad
New York,0.5065834960220637,'existing paid',business,0.05546384945526577,0.0,4<=X<7,'male single',none,'real estate',none,own,yes,no,bad
Ohio,0.5065834960220637,'critical/other existing credit',radio/tv,0.025696049301199515,0.0,>=7,'male single',none,'real estate',none,,none,yes,bad
Ohio,0.5065834960220637,'no credits/all paid','new car',0.052492571805876534,0.0,1<=X<4,'male single',none,'no known property',bank,rent,none,no,good
Ohio,0.7526699493975817,'existing paid',,0.09216463079124024,0.009051331027480942,1<=X<4,'male single',none,'real estate',none,own,none,yes,good
Ohio,0.5065834960220637,'existing paid',radio/tv,0.010069329811819084,0.0,unemployed,'female div/dep/mar','co applicant','real estate',none,rent,none,yes,good
Ohio,0.4887890827606842,'critical/other existing credit','new car',0.022889842632331903,0.2623036153700549,4<=X<7,'female div/dep/mar',none,'real estate',none,own,yes,yes,good
Ohio,0.6246261715239603,'existing paid',furniture/equipment,0.1101023440079234,0.0010034329668060502,1<=X<4,'female div/dep/mar',none,car,none,own,none,no,good
Ohio,0.5108852857758995,'existing paid','new car',0.10454495433036204,0.005118260974308675,1<=X<4,'female div/dep/mar',guarantor,'no known property',bank,own,none,yes,bad
Ohio,0.5065834960220637,'delayed previously',furniture/equipment,0.21464729833828547,0.0,1<=X<4,'male single',none,'life insurance',none,own,none,yes,bad
Ohio,0.5086053575265825,'existing paid',furniture/equipment,0.09794211510949707,0.0,4<=X<7,'male single',,car,none,,yes,no,good
Ohio,0.5090742465136859,'delayed previously',radio/tv,0.3944095961263343,0.0,1<=X<4,'male single',none,'real estate',none,own,none,yes,bad
Oregon,0.5065834960220637,'critical/other existing credit',,0.13392758886321118,0.0,1<=X<4,'male single',none,'real estate',none,own,none,no,good
Pennsylvania,0.493590241825812,'all paid',radio/tv,0.10448993067018818,0.0016110852993306145,1<=X<4,,none,'no known property',none,'for free',none,yes,bad
Pennsylvania,0.5065834960220637,'existing paid','used car',0.19599427753934195,0.0,<1,'female div/dep/mar',,car,none,own,yes,no,good
Pennsylvania,0.5065834960220637,'critical/other existing credit',radio/tv,0.04974138879718279,0.0,unemployed,'female div/dep/mar',none,'real estate',,own,none,no,good
Pennsylvania,0.2253405287218635,,furniture/equipment,0.07741828986464179,0.004902087312649493,1<=X<4,'male single',none,'real estate',none,own,none,yes,good
Rhodes Island,0.4263430265844307,'existing paid',radio/tv,0.07444701221525256,0.008028539225302429,,,none,car,none,own,none,yes,bad
South Carolina,0.4302719403723578,'critical/other existing credit','new car',0.2779795311984153,0.009007235902465886,>=7,'male single',none,'no known property',none,'for free',yes,no,good
South Carolina,0.5065834960220637,'critical/other existing credit',education,,0.0,,'female div/dep/mar',none,'no known property',bank,'for free',none,yes,good
South Carolina,0.5065834960220637,'critical/other existing credit','new car',0.053978210630571136,0.0,>=7,'male single',none,'real estate',none,own,none,no,bad
South Carolina,0.5134730652995225,'existing paid',radio/tv,0.03037306041597887,0.007932820539294134,,,none,,none,own,none,no,good
South Carolina,0.5065834960220637,'critical/other existing credit',business,0.3331132386926378,0.0,>=7,,none,'real estate',none,own,none,no,good
South Carolina,0.5065834960220637,'existing paid',radio/tv,0.07059535600308132,0.0,<1,'female div/dep/mar',none,car,stores,own,,yes,good
South Carolina,0.4802957404254952,'existing paid','new car',0.480246505997579,0.009164257567153649,>=7,'male div/sep',none,'life insurance',none,own,yes,no,bad
South Dakota,0.5065834960220637,'existing paid',radio/tv,0.0412127214702322,0.0,>=7,'male single',none,car,none,own,none,yes,good
South Dakota,0.5065834960220637,'existing paid','new car',0.13271706833938593,0.0,,'male single',none,'life insurance',none,,none,yes,bad
South Dakota,0.5065834960220637,'critical/other existing credit',furniture/equipment,,0.0,4<=X<7,'female div/dep/mar',none,car,none,rent,yes,no,bad
Tennessee,0.5152932486589927,'all paid','new car',0.6558270056124134,0.0,unemployed,'male single','co applicant','no known property',none,'for free',yes,no,good
Tennessee,0.5161060573040255,'existing paid',radio/tv,0.15461648508858808,0.007230525011615301,4<=X<7,,none,'real estate',none,,none,yes,good
Tennessee,0.2258947626166952,,repairs,0.6464179597226808,0.00417720647703612,<1,'male div/sep',none,,none,own,yes,no,good
Tennessee,0.5065834960220637,'existing paid',radio/tv,,0.0,1<=X<4,,none,'real estate',none,own,none,yes,good
Texas,0.5065834960220637,'critical/other existing credit',,,0.0,,'female div/dep/mar',none,car,none,own,none,no,good
Texas,0.1598611722834284,,furniture/equipment,0.05568394409596127,0.0,>=7,'male div/sep',,'life insurance',none,own,yes,no,good
Texas,0.5065834960220637,'existing paid',furniture/equipment,0.23995818201826785,0.0,<1,'female div/dep/mar',,'life insurance',none,own,none,no,good
Texas,0.5065834960220637,,radio/tv,0.09084406294706723,0.0,1<=X<4,,,car,none,rent,yes,no,bad
Texas,0.5065834960220637,'critical/other existing credit',,,0.0,>=7,,none,'no known property',none,rent,yes,yes,good
Texas,0.5065834960220637,'existing paid',furniture/equipment,0.07285132607021019,0.0,1<=X<4,'male single',none,'real estate',none,own,,no,bad
Texas,0.5065834960220637,'all paid',radio/tv,0.06575327390778035,0.0,4<=X<7,,none,car,,own,none,no,good
Texas,0.5065834960220637,'critical/other existing credit',,0.06988004842082095,0.0,>=7,'male single',none,'life insurance',none,own,none,no,good
Texas,0.5075730905473911,,'new car',0.1996258391108177,0.0413009997762979,<1,'male div/sep',none,car,,,yes,yes,good
Texas,0.20745467448791785,'existing paid','new car',,0.006304527386299106,<1,'female div/dep/mar',,'real estate',none,own,,no,good
Texas,0.12153927669174693,'existing paid','used car',,0.002647858482611464,4<=X<7,'male single',none,'life insurance',none,own,,yes,bad
Texas,0.5131946783385988,'delayed previously',other,,0.04049223065407052,unemployed,'male single',none,'no known property',none,'for free',yes,no,good
Texas,0.5151703113514315,'existing paid',radio/tv,0.04632992186640255,0.002855428217438439,1<=X<4,'female div/dep/mar',,'real estate',none,own,,no,good
Texas,0.10664201824450606,,radio/tv,0.04258831297457906,0.0,<1,'male mar/wid',none,'real estate',stores,own,none,yes,bad
Texas,0.5065834960220637,'existing paid',business,0.04544954330362056,0.0,1<=X<4,,none,'real estate',,own,yes,no,bad
Texas,0.5144951721706512,'existing paid','used car',0.5033564432706064,0.010095632646739973,<1,'male mar/wid',none,car,none,rent,yes,yes,good
Utah,0.0191594237796313,'critical/other existing credit','used car',0.33944095961263343,0.001748748128645914,>=7,'female div/dep/mar',none,'no known property',none,'for free',yes,no,bad
Virginia,0.8987870354989096,'critical/other existing credit','used car',,0.004389078175279198,>=7,'male single',none,'no known property',none,'for free',none,no,good
Virginia,0.5065834960220637,'critical/other existing credit',business,0.4060195884230219,0.0,>=7,'male div/sep',none,car,bank,own,none,no,bad
Virginia,0.5097310974999529,'existing paid',furniture/equipment,0.534279740288324,0.006918632663947826,<1,,none,car,none,own,,yes,good
Virginia,0.5065834960220637,'existing paid','used car',0.24347969626939586,0.0,,'female div/dep/mar',none,car,none,rent,none,no,bad
Virginia,0.5065834960220637,'existing paid',,0.057059535600308124,0.0,,'male single','co applicant','life insurance',none,,,yes,good
Virginia,0.5065834960220637,,furniture/equipment,0.12462859029382635,0.0,1<=X<4,'male single',none,'real estate',none,own,yes,yes,bad
Virginia,0.5065992441895611,'critical/other existing credit',furniture/equipment,0.13728403213381754,0.1921988195412386,4<=X<7,'male single',none,car,none,own,yes,yes,good
Washington,0.5065834960220637,'existing paid','new car',0.02321998459337515,0.0,unemployed,'female div/dep/mar',none,'real estate',none,own,yes,no,good
Washington,0.5163382157732629,,radio/tv,0.19555408825795093,0.0,1<=X<4,'female div/dep/mar',none,car,none,own,yes,yes,good
Washington,0.7940988060349009,'critical/other existing credit','new car',0.060195884230219,0.0,4<=X<7,'male single',none,'real estate',bank,own,none,no,good
Wisconsin,0.07658537056200128,'critical/other existing credit',,0.04335864421701332,0.004175055495328068,4<=X<7,'male single','co applicant',,none,,yes,yes,bad
Alaska,0.5065834960220637,'critical/other existing credit','new car',,0.0,1<=X<4,'male single',none,'no known property',bank,,none,yes,bad
Arizona,0.5065834960220637,,furniture/equipment,0.07114559260482008,0.0,1<=X<4,'male div/sep',none,'real estate',none,own,none,yes,good
Arizona,0.5065834960220637,'existing paid','used car',0.25096291405304283,0.0,4<=X<7,'female div/dep/mar',none,'life insurance',stores,rent,none,no,good
Arizona,0.09331957654701616,'existing paid',radio/tv,0.026246285902938263,0.050942775282639005,<1,'male mar/wid',none,'no known property',none,own,yes,yes,bad
California,0.5065834960220637,,furniture/equipment,0.0543083525916144,0.0,1<=X<4,'female div/dep/mar',none,'real estate',none,own,none,no,bad
California,0.5065834960220637,'existing paid','new car',0.001430615164520744,0.0,1<=X<4,'male mar/wid',none,'real estate',none,rent,none,no,bad
California,0.5163453278489071,,other,0.28232640035215145,0.0,unemployed,,none,'no known property',bank,'for free',yes,no,good
California,0.5065834960220637,'existing paid',furniture/equipment,0.2894794761747552,0.0,1<=X<4,'male single',none,car,stores,,none,no,good
California,0.5470821947662236,,furniture/equipment,,0.010633378073752862,,,none,car,none,own,none,yes,bad
California,0.5135639982666855,'existing paid',,0.023935292175635524,0.004189036876430403,4<=X<7,'male mar/wid',none,car,bank,own,none,yes,good
California,0.7283466506949767,'existing paid','new car',0.06844943325630021,0.0,<1,'male single',none,,none,own,,yes,good
California,0.2021556701277075,'all paid',furniture/equipment,0.13733905579399142,0.002928561595512192,>=7,'male single',,car,bank,own,none,no,good
California,0.3467700762465309,'existing paid',furniture/equipment,0.025200836359634642,0.0,,'male single',guarantor,'life insurance',,own,,no,good
California,0.5105398421017605,'existing paid',furniture/equipment,,0.0,1<=X<4,'female div/dep/mar',none,'life insurance',none,own,yes,yes,good
California,0.5065834960220637,,education,0.02481567073841752,0.0,1<=X<4,'male single',none,car,none,own,none,yes,bad
Colorado,0.3329604573674246,'delayed previously',furniture/equipment,0.18669527896995708,0.0017960697262230485,>=7,'female div/dep/mar',none,'life insurance',none,own,none,yes,bad
Colorado,0.5127811619404383,'critical/other existing credit',,0.2200396170353252,0.009768683427116136,unemployed,'male mar/wid',none,car,none,,none,yes,good
Connecticut,0.2748243190314572,'existing paid',radio/tv,0.0928799383735006,0.0018326364152599247,<1,'male div/sep',none,'life insurance',none,,none,yes,bad
District of Columbia,0.3072924683626935,'existing paid','used car',0.1463629360625069,0.007993048027119577,4<=X<7,,,'no known property',none,'for free',yes,no,good
Georgia,0.1306127611973281,,furniture/equipment,0.1325519973588643,0.6244719339906734,1<=X<4,'male single',none,car,none,,none,yes,good
Georgia,0.5065834960220637,'critical/other existing credit','new car',0.04280840761527457,0.0,1<=X<4,'female div/dep/mar',,'real estate',none,own,none,no,bad
Georgia,0.3376899876707089,'critical/other existing credit','new car',0.17321448222735775,0.006595985407740092,4<=X<7,,none,'real estate',none,own,none,no,bad
Georgia,0.5065834960220637,'critical/other existing credit',furniture/equipment,,0.0,>=7,'male single',none,'life insurance',none,rent,yes,no,bad
Georgia,0.5065834960220637,'existing paid','new car',0.07015516672169032,0.0,4<=X<7,'female div/dep/mar',,car,none,own,yes,yes,good
Illinois,0.8266462042090279,'existing paid',radio/tv,0.23236491691427316,0.005011787379760123,>=7,'male single',none,car,none,own,none,yes,good
Kentucky,0.5113831310709821,'existing paid',radio/tv,0.04500935402222956,0.007871517560614664,>=7,'male single',none,car,none,own,none,yes,good
Louisiana,0.05402434260290797,'critical/other existing credit','used car',0.3502255970067129,0.006332490148503778,,'male single',none,'no known property',none,,yes,no,bad
Louisiana,0.5065834960220637,'critical/other existing credit',education,0.08880818752063388,0.0,1<=X<4,,none,'real estate',none,own,,yes,good
Louisiana,0.5119912135385472,'existing paid','new car',0.3938593595245956,0.051524615834666936,<1,,none,,none,own,none,no,good
Louisiana,0.5065834960220637,'critical/other existing credit','used car',0.6239683063717398,0.0,1<=X<4,'female div/dep/mar',none,car,bank,rent,none,yes,good
Massachusetts,0.4762977379027403,'no credits/all paid',furniture/equipment,0.2123913282711566,0.010218238604098909,,'male single',none,'no known property',bank,,none,no,bad
Maryland,0.4548309535820223,'critical/other existing credit',furniture/equipment,0.17244415098492352,0.010623698656066629,1<=X<4,'male div/sep',none,'real estate',none,rent,,yes,bad
Maryland,0.5139795466864585,'existing paid',radio/tv,0.1018487949818422,0.007159542615249598,<1,'female div/dep/mar',guarantor,'life insurance',none,own,none,yes,good
Michigan,0.1972016014362329,'existing paid','domestic appliance',,0.0,1<=X<4,'female div/dep/mar',none,car,,rent,none,no,bad
Michigan,0.2272435169620464,'existing paid',furniture/equipment,0.2156377242214152,0.007364961368368524,1<=X<4,'male single',,'life insurance',,own,none,no,good
Missouri,0.5118357638851846,'existing paid',furniture/equipment,,0.010095632646739973,1<=X<4,'male div/sep',none,car,,own,none,yes,good
Missouri,0.5149097045796178,'critical/other existing credit',education,0.3022449653350941,0.004908540257773647,<1,'female div/dep/mar',none,'no known property',none,'for free',yes,yes,bad
Missouri,0.18118317506425,'existing paid',furniture/equipment,,0.006430359816220123,4<=X<7,'female div/dep/mar',none,car,none,rent,none,no,good
Mississippi,0.5164037484702687,'existing paid',radio/tv,0.16303510509519092,0.0,<1,'male mar/wid',none,'real estate',none,rent,none,no,good
Mississippi,0.512514459103787,'existing paid',,0.2304941124683614,0.007081031782905718,>=7,'male single','co applicant','real estate',bank,own,yes,yes,good
North Carolina,0.6365277221088523,'existing paid','new car',0.2035325189831628,8.06618140519333e-05,<1,'male single',,'life insurance',none,own,none,no,good
North Carolina,0.5065834960220637,'critical/other existing credit',radio/tv,0.06652360515021459,0.0,1<=X<4,'female div/dep/mar',none,car,none,own,none,yes,good
North Carolina,0.5134212487484017,'critical/other existing credit',radio/tv,0.03477495322988885,0.0,<1,'male single',,'real estate',none,own,none,yes,bad
New Hampshire,0.5144738359437191,'existing paid',radio/tv,0.19302299988995267,0.06710310085523033,unemployed,'female div/dep/mar',none,'no known property',none,rent,none,no,bad
New Jersey,0.5065834960220637,'delayed previously',business,0.08215032463959503,0.0,1<=X<4,'male single',none,'real estate',none,,none,yes,good
New Jersey,0.5100460608499031,'critical/other existing credit',education,0.048750962914053037,0.0,>=7,'male single',none,,none,'for free',,no,good
New Jersey,0.5065834960220637,'existing paid','domestic appliance',0.05425332893144052,0.0,<1,'female div/dep/mar',none,'real estate',none,rent,yes,yes,bad
New Jersey,0.5070605130956172,'existing paid',furniture/equipment,,0.008939479978662263,1<=X<4,'female div/dep/mar',none,,none,own,none,yes,bad
New Jersey,0.5065834960220637,'critical/other existing credit','used car',0.16391548365797293,0.0,unemployed,'male single',none,'no known property',none,,yes,yes,good
New Mexico,0.2505853492257744,'no credits/all paid',radio/tv,,0.009049180045772893,1<=X<4,'male single',none,,none,rent,yes,no,good
Nevada,0.5065834960220637,'existing paid',education,0.026246285902938263,0.0,>=7,'male single',none,'no known property',none,'for free',yes,yes,good
Nevada,0.5065834960220637,'existing paid','new car',0.05480356553317927,0.0,<1,'male single',none,'real estate',stores,own,none,yes,good
New York,0.5065834960220637,'critical/other existing credit',radio/tv,0.1145042368218334,0.0,>=7,'male single',,'real estate',none,own,yes,no,good
New York,0.5065834960220637,'delayed previously',radio/tv,,0.0,1<=X<4,'male single',none,,none,own,yes,no,good
New York,0.5065834960220637,'existing paid',radio/tv,0.028942445251458126,0.0,1<=X<4,'male mar/wid',none,'real estate',none,,none,no,bad
New York,0.25827959906181563,'existing paid',furniture/equipment,0.11863101133487401,0.003502873711561957,,'female div/dep/mar',none,'real estate',none,,none,no,good
New York,0.5109376103324235,'existing paid',education,0.054418399911962144,0.0,1<=X<4,'male single',none,'no known property',,,,no,bad
New York,0.5065834960220637,'existing paid',radio/tv,0.17326950588753165,0.0,,'male single',none,,none,own,none,yes,good
Ohio,1.0,,'new car',0.1098822493672279,0.0005398964087209402,1<=X<4,'female div/dep/mar',none,car,stores,own,,no,bad
Ohio,0.5065834960220637,'existing paid',furniture/equipment,0.08341586882359414,0.0,1<=X<4,'male mar/wid',,'life insurance',none,rent,none,yes,good
Ohio,0.3179961422069685,'existing paid',furniture/equipment,0.1223175965665236,0.0,unemployed,'male single',none,car,none,,none,yes,good
Ohio,0.5065834960220637,,business,0.0710905689446462,0.0,4<=X<7,'male single',none,car,,own,yes,no,good
Ohio,0.5065834960220637,'critical/other existing credit','used car',0.1980851766259492,0.0,4<=X<7,'male single',none,,none,own,none,yes,good
Ohio,0.5065834960220637,'existing paid',furniture/equipment,0.1870804445911742,0.0,<1,'female div/dep/mar',none,car,none,rent,none,no,good
Pennsylvania,0.4395694552607261,'existing paid',furniture/equipment,0.17585561791570375,0.0038050866415432006,>=7,'male single',,car,none,own,none,yes,good
Pennsylvania,0.5113902431466261,'existing paid',furniture/equipment,0.15137008913832947,0.0,4<=X<7,'female div/dep/mar',,'real estate',none,rent,,no,bad
South Carolina,0.5065834960220637,'existing paid','new car',0.1556619346318917,0.0,1<=X<4,'male single',none,'real estate',none,own,none,yes,good
South Carolina,0.5065834960220637,'critical/other existing credit',radio/tv,0.32023770221195114,0.0,>=7,'male single',none,car,none,own,yes,no,bad
South Carolina,0.5065834960220637,'critical/other existing credit',furniture/equipment,0.10432485968966657,0.0,<1,'female div/dep/mar',none,'real estate',,rent,none,no,good
South Carolina,0.5065834960220637,'critical/other existing credit','new car',0.7431495543083526,0.0,>=7,'male single',none,'no known property',bank,'for free',yes,yes,good
South Carolina,0.5074557412992644,'all paid',other,0.7996038296467481,0.019270645122433882,>=7,'female div/dep/mar',none,'no known property',bank,'for free',yes,yes,good
Tennessee,0.4414399311551077,'all paid',business,0.4091009133927589,0.0018562972140484923,4<=X<7,'female div/dep/mar',guarantor,car,none,rent,none,no,bad
Tennessee,0.5065834960220637,'delayed previously',radio/tv,,0.0,,'male mar/wid',,'real estate',none,own,,yes,bad
Texas,0.5065834960220637,'delayed previously',,,0.0,,'male single',none,'no known property',none,'for free',none,yes,bad
Texas,0.5086363458561745,'existing paid','new car',0.7740728513260702,0.0020660179305835185,>=7,'male single',none,'no known property',,'for free',,yes,bad
Texas,0.5065834960220637,'critical/other existing credit','new car',0.006162649939473974,0.0,1<=X<4,'female div/dep/mar',none,car,none,own,none,yes,good
Texas,0.2550654488761142,'existing paid',furniture/equipment,0.10795642126114227,0.0,4<=X<7,'male single',none,car,none,own,yes,no,good
Texas,0.507409004802175,'existing paid','used car',0.7002310993727303,0.0016992755493607282,unemployed,,,,none,'for free',yes,no,bad
Texas,0.5065834960220637,'existing paid',,0.056839440959612623,0.0,4<=X<7,'female div/dep/mar',none,'life insurance',none,rent,none,yes,bad
Texas,0.8392391501476009,'existing paid','new car',0.05942555298778475,0.004513835114346189,<1,'male single',none,'real estate',none,own,none,no,good
Texas,0.5065834960220637,'delayed previously',business,0.2213051612193243,0.0,,'male single',,'life insurance',none,own,none,no,good
Virginia,0.5065834960220637,'critical/other existing credit',radio/tv,0.10938703642566304,0.0,1<=X<4,'female div/dep/mar',none,car,,own,none,yes,good
Virginia,0.5065834960220637,'existing paid',,0.048200726312314285,0.0,,,none,'real estate',none,rent,yes,no,bad
Virginia,0.5068588349505685,'critical/other existing credit',furniture/equipment,,0.0037868032970247616,,'male single',none,,stores,own,yes,yes,bad
Wisconsin,0.5069655160852291,'critical/other existing credit',business,0.114229118520964,0.0,1<=X<4,'male single',none,car,bank,own,none,yes,bad
Arizona,0.5065834960220637,'existing paid',business,0.06597336854847584,0.0,4<=X<7,'female div/dep/mar',none,car,none,own,none,no,good
California,0.5065834960220637,'existing paid','new car',0.08638714647298339,0.0,1<=X<4,'male mar/wid',none,,none,own,yes,no,good
California,0.5113912591574323,'existing paid',furniture/equipment,0.040332342907450205,0.8291442964569029,<1,,none,'real estate',none,rent,,yes,bad
California,0.28728721558682496,'existing paid','new car',0.16501595686145046,0.006284093060072617,4<=X<7,'male single',none,'no known property',bank,'for free',yes,yes,good
California,0.026311123845113228,'critical/other existing credit',radio/tv,0.09392538791680424,0.003615800251234664,4<=X<7,'female div/dep/mar',none,car,,own,none,yes,bad
California,0.5065834960220637,'critical/other existing credit',furniture/equipment,0.11863101133487401,0.0,unemployed,'male single',none,car,none,own,none,yes,good
California,0.5108324532139723,'delayed previously',education,0.6333223286012986,0.048492807117168274,4<=X<7,,none,'no known property',none,rent,,yes,good
California,0.18456141099516732,'existing paid',furniture/equipment,0.12809508088478044,0.008971744704283035,unemployed,'female div/dep/mar',none,'no known property',none,'for free',,yes,good
California,0.19450104471311155,'critical/other existing credit',furniture/equipment,0.11543963904478928,0.003035035190060744,1<=X<4,'male mar/wid',,'life insurance',none,own,yes,no,good
California,0.512458578509441,'existing paid','new car',0.05353802134918015,0.003203887254142791,>=7,'male div/sep',none,'real estate',,rent,none,yes,bad
District of Columbia,0.5065834960220637,'critical/other existing credit',radio/tv,0.06965995378012545,0.0,1<=X<4,'female div/dep/mar',none,'real estate',none,own,none,no,good
Georgia,0.5065834960220637,'existing paid',radio/tv,0.06729393639264884,0.0,<1,'male mar/wid',,'real estate',none,own,,yes,good
Georgia,0.5077432723574448,'critical/other existing credit',business,,0.0,1<=X<4,'male mar/wid',none,'real estate',,own,none,no,good
Georgia,0.5065834960220637,'delayed previously',business,0.4620886981402002,0.0,<1,'male single',none,car,,,yes,no,good
Georgia,0.5065834960220637,'delayed previously','new car',0.03037306041597887,0.0,,'male single',none,car,none,own,,yes,good
Georgia,0.5165256697670235,'delayed previously','new car',0.14575767580059426,0.0,,'male single',none,car,none,own,none,yes,good
Illinois,0.5165358298750865,,radio/tv,0.09843732805106196,0.0,,'male mar/wid',none,'life insurance',none,own,yes,no,good
Indiana,0.5065834960220637,'critical/other existing credit','used car',0.10713106635853416,0.0,4<=X<7,,none,car,,own,yes,no,bad
Kentucky,0.4013984372737788,'existing paid',radio/tv,,0.008242561905253559,<1,'male mar/wid',none,'real estate',,own,none,no,good
Louisiana,0.5065834960220637,'existing paid',radio/tv,0.16424562561901618,0.0,>=7,'male div/sep',none,car,none,own,yes,no,bad
Louisiana,0.7823100326495072,'critical/other existing credit','new car',0.03791130185979971,0.07226760793626212,4<=X<7,'male mar/wid',none,,none,own,yes,yes,bad
Massachusetts,0.5163407558002786,'existing paid',radio/tv,0.09447562451854297,0.0040535250288231545,>=7,'female div/dep/mar',none,,,own,,yes,good
